0;	2.000000e+00;	-1.530460646144870e-03,	-5.540942458886003e-03,	8.122590089375972e-05;	3.139953664049107e-03,	1.279290634594098e-04,	-7.792117024626286e-05;
1;	2.000000e+00;	-9.543728691073208e-01,	5.058646420311560e+00,	3.731091620839417e-04;	-2.747630577015416e+00,	-3.963788272742360e-01,	6.313047823542244e-02;
2;	2.000000e+00;	2.723357036768618e+00,	8.627876274528562e+00,	-2.584961448940323e-01;	-2.052587001243776e+00,	6.033437954689090e-01,	7.118592105095038e-02;
3;	2.000000e+00;	1.623186482184265e+01,	-1.166220322960575e+01,	-2.536368612878157e-01;	8.261766963365725e-01,	1.099823548015739e+00,	-6.617027453324243e-03;
4;	2.000000e+00;	1.863977702565780e+01,	-2.363237887009230e+01,	5.709680559167820e-02;	8.918314504689779e-01,	7.166162642712480e-01,	-3.531011038687202e-02;
5;	2.000000e+00;	-7.643046999835531e+00,	-2.900804933356272e+01,	5.314843548240437e+00;	1.132382017367024e+00,	-4.830179541004925e-01,	-2.758656539545236e-01;
0;	4.000000e+00;	3.390645248776424e-03,	-2.727956070562606e-03,	-6.073493211901567e-05;	1.485673622509258e-03,	2.380448541162474e-03,	-5.411676327870888e-05;
1;	4.000000e+00;	-5.021955785923007e+00,	1.837410511594452e+00,	1.047524511910387e-01;	-9.763051294451608e-01,	-2.486434240664870e+00,	3.215888715960122e-02;
2;	4.000000e+00;	-1.524950550083462e+00,	8.877638189853865e+00,	-9.377817660201127e-02;	-2.118905295557570e+00,	-3.602998615412902e-01,	9.059085786419235e-02;
3;	4.000000e+00;	1.771798491055795e+01,	-9.354388205350203e+00,	-2.643153846681692e-01;	6.577446717299231e-01,	1.204072456024480e+00,	-4.046596076661779e-03;
4;	4.000000e+00;	2.036733817355234e+01,	-2.213168009239132e+01,	-1.362205239608744e-02;	8.349228431468245e-01,	7.833922476335445e-01,	-3.537393794473351e-02;
5;	4.000000e+00;	-5.359145928231754e+00,	-2.989244996814280e+01,	4.748823814966568e+00;	1.150435732512541e+00,	-4.013245226823466e-01,	-2.898294455411017e-01;
0;	6.000000e+00;	3.693997262632105e-03,	2.329185850570763e-03,	-1.139988525933206e-04;	-1.086894319294707e-03,	2.267427323511971e-03,	2.575277851847532e-06;
1;	6.000000e+00;	-4.304927441787252e+00,	-3.195282003892079e+00,	1.095758491872644e-01;	1.627731535736817e+00,	-2.109341361052679e+00,	-2.767905571049089e-02;
2;	6.000000e+00;	-5.450073021614238e+00,	7.239121621470704e+00,	9.092405874641435e-02;	-1.736434632464608e+00,	-1.246042613592272e+00,	9.077877327426909e-02;
3;	6.000000e+00;	1.885476762731506e+01,	-6.862126415133343e+00,	-2.697814210355906e-01;	4.773578602630181e-01,	1.284055290543484e+00,	-1.412036262715250e-03;
4;	6.000000e+00;	2.197603058858746e+01,	-2.050179452135658e+01,	-8.426208494296861e-02;	7.730161982527382e-01,	8.457365907312859e-01,	-3.523115726108694e-02;
5;	6.000000e+00;	-3.045880926416475e+00,	-3.061345591702091e+01,	4.156826496974375e+00;	1.161785738529164e+00,	-3.197463649057368e-01,	-3.018420226880276e-01;
0;	8.000000e+00;	-1.660265248097769e-04,	4.885977105909970e-03,	-6.360157470148076e-05;	-2.335187549898410e-03,	7.579517546563278e-05,	4.104071850517908e-05;
