0;	1.000000e+02;	6.617166286580121e-03,	4.386460681908276e-03,	-2.317204816945244e-04;	-2.050587851085222e-03,	2.269155090547477e-03,	3.459266479849215e-05;
1;	1.000000e+02;	-3.797324970682321e+00,	-3.753434413209239e+00,	1.005975162182392e-01;	1.922643930198587e+00,	-1.858410870833026e+00,	-3.510747144095282e-02;
2;	1.000000e+02;	-8.094125944300446e+00,	-5.256819447132727e+00,	4.136180209304024e-01;	1.014691902029576e+00,	-1.730616633854824e+00,	-1.066833185265620e-02;
3;	1.000000e+02;	1.829971536939341e+01,	7.737076233217328e+00,	-2.080951550651958e-01;	-5.793678120973218e-01,	1.257213523774285e+00,	1.215190578708393e-02;
4;	1.000000e+02;	-2.913871083878637e+01,	6.624464185514214e+00,	5.351677526601705e-01;	-2.678385369213281e-01,	-1.120841008755280e+00,	2.925806131291770e-02;
5;	1.000000e+02;	3.861315326780053e+01,	2.545689891468308e+01,	-1.389297148279738e+01;	-3.851381694260155e-01,	6.923514609778448e-01,	3.734563518098539e-02;
0;	2.000000e+02;	-6.098899632764468e-03,	-5.753065809579196e-03,	2.142848309691185e-04;	2.533287847573340e-03,	-1.876414612308062e-03,	-3.911725900493311e-05;
1;	2.000000e+02;	2.187179195117989e+00,	4.519586346152178e+00,	-6.798570506000480e-02;	-2.515882926114320e+00,	1.324904225570530e+00,	5.038998676417931e-02;
2;	2.000000e+02;	9.513421491350947e+00,	-6.336042242497840e-02,	-3.799784957971624e-01;	-9.188123287356618e-02,	2.034778818417396e+00,	-3.108597416360978e-02;
3;	2.000000e+02;	-1.354257312664643e+00,	1.868855720869731e+01,	8.657388993174940e-02;	-1.457699719304399e+00,	-1.785715109605845e-01,	1.817264751680707e-02;
4;	2.000000e+02;	2.667681823163800e+01,	1.293787681120090e+01,	-8.815314957071066e-01;	-5.163026868900008e-01,	1.040445156126636e+00,	-9.525827159089293e-03;
5;	2.000000e+02;	-2.875600122173229e+01,	1.803842632535488e+01,	6.388833813310884e+00;	-3.300882108305228e-01,	-1.063592955556000e+00,	2.092634300243771e-01;
0;	3.000000e+02;	5.728697355550217e-03,	5.511070012108165e-03,	-2.082465210906814e-04;	-2.311614760622330e-03,	1.497655607474858e-03,	3.610878008870582e-05;
1;	3.000000e+02;	-1.875612675377973e+00,	-4.928971404497419e+00,	6.296686782311338e-02;	2.564552242446158e+00,	-8.701095148143391e-01,	-5.320480418279386e-02;
2;	3.000000e+02;	-9.090774140394732e+00,	1.867133177600729e+00,	3.338897249466669e-01;	-5.134353398197602e-01,	-2.023618087980453e+00,	5.491174786573751e-02;
3;	3.000000e+02;	-1.796836898866207e+01,	1.938649587176856e+00,	2.391127963680283e-01;	-1.715360104582975e-01,	-1.511008345572304e+00,	-3.331401251162280e-03;
4;	3.000000e+02;	-1.128976734361018e+01,	-2.803343786470297e+01,	8.377593246297708e-01;	1.056150671804474e+00,	-4.277446660773160e-01,	-1.554040353686737e-02;
5;	3.000000e+02;	4.007262258019335e+01,	-9.808162758772289e+00,	-1.054423602215701e+01;	3.712928933972874e-01,	8.210745357732167e-01,	-1.951601184299889e-01;
0;	4.000000e+02;	-1.149859250285123e-03,	-3.574972724437464e-03,	8.529624841834712e-05;	2.306635407674625e-03,	-4.118682032923127e-04,	-3.730980825126518e-05;
1;	4.000000e+02;	-1.263479281300295e-01,	5.114751615985200e+00,	-1.961268257344385e-02;	-2.794273813835431e+00,	4.679235360883257e-02,	6.175447903423693e-02;
2;	4.000000e+02;	7.125801656528882e+00,	-6.808720022949760e+00,	-1.729927710788036e-01;	1.310029420755040e+00,	1.464196812631443e+00,	-7.740170360906927e-02;
3;	4.000000e+02;	-5.675415488713011e+00,	-1.805353511015673e+01,	7.735014295918204e-03;	1.362817285751338e+00,	-5.086088576319466e-01,	-1.940381850424402e-02;
4;	4.000000e+02;	-9.944252033137127e+00,	2.787555156752289e+01,	-3.448892335533356e-01;	-1.098591614014751e+00,	-3.832769392136996e-01,	3.323415317499038e-02;
5;	4.000000e+02;	1.155819507130118e+00,	4.425992996463798e+01,	-5.062975064044888e+00;	-8.289125393354557e-01,	-1.258458181860458e-01,	2.533019548047808e-01;
0;	5.000000e+02;	-1.212122056337032e-03,	3.978239243061243e-03,	4.245309238803344e-07;	-2.101329038186519e-03,	-1.495448548104561e-04,	3.482680559332617e-05;
1;	5.000000e+02;	4.523353397884204e-01,	-5.159187192108231e+00,	1.291693583556017e-02;	2.737129633328744e+00,	3.610559836296622e-01,	-6.221213797093415e-02;
2;	5.000000e+02;	-4.291833085306866e+00,	7.931390965935894e+00,	4.137158150135991e-02;	-1.901951101618996e+00,	-9.958842939410694e-01,	9.341622444859986e-02;
3;	5.000000e+02;	1.586770421093284e+01,	-1.213548935141371e+01,	-2.476548761764529e-01;	8.628314998266429e-01,	1.072296958012949e+00,	-7.227893254554073e-03;
4;	5.000000e+02;	2.557153489000373e+01,	-1.566117891278772e+01,	-2.672253580477594e-01;	5.883497100011307e-01,	9.862855577988385e-01,	-3.389272796859883e-02;
5;	5.000000e+02;	4.454755298916931e+00,	-3.185413410586961e+01,	2.111659442838021e+00;	1.156569885883991e+00,	-6.588355478799242e-02,	-3.276485202775573e-01;
0;	6.000000e+02;	2.862204464171153e-03,	-1.645116727256469e-03,	-1.021539840950675e-04;	1.841757571072873e-03,	1.103648891958567e-03,	-3.524671944485174e-05;
1;	6.000000e+02;	-2.461669840136734e+00,	4.596417557009941e+00,	3.365222829587171e-02;	-2.470877312669969e+00,	-1.190521233395454e+00,	5.999096190805914e-02;
2;	6.000000e+02;	8.337205501557888e-01,	-9.910043509319364e+00,	1.296411885523755e-01;	1.940899810007906e+00,	1.459734184520655e-01,	-8.099408248954192e-02;
3;	6.000000e+02;	1.733037661564908e+01,	9.645547886549153e+00,	-1.877909810772412e-01;	-7.167897349345572e-01,	1.187254490842280e+00,	1.344405241825743e-02;
4;	6.000000e+02;	-2.938365816777365e+01,	-6.254103043893762e+00,	8.067637155342156e-01;	2.270894722708474e-01,	-1.123635962879199e+00,	1.791132283188369e-02;
5;	6.000000e+02;	3.292844504818967e+01,	3.327064124860067e+01,	-1.308003403504002e+01;	-5.389226644979080e-01,	5.653486583804366e-01,	9.561780457135002e-02;
0;	7.000000e+02;	-4.336328778337786e-03,	-2.684185688831088e-04,	1.580634671380293e-04;	-1.508840754434943e-03,	-1.735325812963770e-03,	3.537351084715093e-05;
1;	7.000000e+02;	2.685240894518375e+00,	-4.315122668356985e+00,	-3.947398931765123e-02;	2.326231710981636e+00,	1.583318838370497e+00,	-5.857862412246467e-02;
2;	7.000000e+02;	3.463238723673741e+00,	8.399338850667654e+00,	-2.777169273144821e-01;	-1.990826821482681e+00,	7.584561756744694e-01,	6.841329094085059e-02;
3;	7.000000e+02;	-3.521905634327469e+00,	1.833176508195534e+01,	1.104735844691831e-01;	-1.432329791965248e+00,	-3.476946049377500e-01,	1.710082233955772e-02;
4;	7.000000e+02;	1.850387243961428e+01,	2.302779074440079e+01,	-9.013443151670947e-01;	-9.121576114118883e-01,	7.258729600739044e-01,	6.096818786111024e-03;
5;	7.000000e+02;	-3.046310509586478e+01,	4.030737691340493e+00,	8.385293537886112e+00;	7.120272132165320e-02,	-1.209177978749504e+00,	1.084397553667290e-01;
0;	8.000000e+02;	6.462833175557032e-03,	7.729520684279878e-04,	-2.198058932371937e-04;	1.119742485255840e-03,	2.439530158863746e-03,	-3.058978667508078e-05;
1;	8.000000e+02;	-4.269183304528016e+00,	3.149945837012079e+00,	7.933260274569655e-02;	-1.670815273276303e+00,	-2.112001245167115e+00,	4.665686632700540e-02;
2;	8.000000e+02;	-5.920929119130085e+00,	-7.728682594782815e+00,	3.652710358886599e-01;	1.530579457016118e+00,	-1.270820785882352e+00,	-4.175845862697355e-02;
3;	8.000000e+02;	-1.807889276075992e+01,	-3.086111011397910e-01,	2.302622819352367e-01;	1.129246912787579e-02,	-1.520113303448802e+00,	-5.530578945037968e-03;
4;	8.000000e+02;	1.218417261926521e+00,	-3.021006428752208e+01,	5.942213767784797e-01;	1.137945315884294e+00,	4.960308072633225e-02,	-2.728240715975261e-02;
5;	8.000000e+02;	4.312686232294226e+01,	3.987276054676739e-01,	-1.252418121360772e+01;	1.307966345358682e-01,	8.487602154191624e-01,	-1.283648880344408e-01;
0;	9.000000e+02;	-5.346259808575773e-03,	1.218006695798328e-03,	1.932738576572663e-04;	-1.079621483443487e-03,	-2.848760488894567e-03,	3.861164292492811e-05;
1;	9.000000e+02;	4.291369953360380e+00,	-2.562260133863130e+00,	-8.220108973686802e-02;	1.388648292037012e+00,	2.497714939884097e+00,	-4.238030880371466e-02;
2;	9.000000e+02;	8.787646486794863e+00,	3.319916245145299e+00,	-4.108475657450252e-01;	-8.153001407653606e-01,	1.894764270804914e+00,	3.080234280873978e-03;
3;	9.000000e+02;	-3.540724767864888e+00,	-1.867053838432518e+01,	-2.008204393649829e-02;	1.406924660655957e+00,	-3.447705472372763e-01,	-1.919377847958584e-02;
4;	9.000000e+02;	-2.097284644771592e+01,	2.102683361884172e+01,	5.107929299661801e-02;	-8.296914042028509e-01,	-8.100941835338010e-01,	3.583847840881437e-02;
5;	9.000000e+02;	-8.728719872244623e+00,	4.129457369314941e+01,	-1.875548789068079e+00;	-8.055227435836182e-01,	-3.766346020839050e-01,	2.733427505966278e-01;
0;	1.000000e+03;	5.361830245420862e-03,	-2.037182170103180e-05,	-1.764283243621805e-04;	5.021427838572059e-04,	2.944508772118909e-03,	-2.924203395577363e-05;
